Constituency_Tree,Named_Entities,POS_Tags,Semantic_Roles,Sentence,SentenceID
"[u'(TOP (S (NP (NP (DT The) (NN boundary)) (VP (VBG separating) (NP (DT the) (NNP Triassic) (CC and) (NNP Jurassic)))) (VP (VBZ marks) (NP (NP (DT the) (NN advent)) (PP (IN of) (NP (NP (DT an) (JJ extinction) (NN event)) (PP (IN with) (NP (JJ global) (NN impact)))))) (, ,) (SBAR (IN although) (S (NP (NP (JJ African) (NN strata)) (PP (IN from) (NP (DT this) (NN time) (NN period)))) (VP (VBP have) (RB not) (VP (VBN been) (VP (ADVP (RB thoroughly)) (VBN studied))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBG', u'DT', u'NNP', u'CC', u'NNP', u'NNS', u'DT', u'NN', u'IN', u'DT', u'NN', u'NN', u'IN', u'JJ', u'NN', u',', u'IN', u'JJ', u'JJ', u'IN', u'DT', u'NN', u'NN', u'VBP', u'RB', u'VBN', u'RB', u'VBN', u'.']]","[[u'2-2/separating[A0=0-1/The_boundary, A1=3-6/the_Triassic_and_Jurassic]', u'7-7/marks[A0=0-6/The_boundary_separating_the_Triassic_and_Jurassic, A1=8-16/the_advent_of_an_extinction_event_with_global_impact, AM-ADV=18-29/although_African_strata_from_this_time_period_have_not_been_thoroughly_studied]', u'29-29/studied[A1=19-24/African_strata_from_this_time_period, AM-NEG=26-26/not, AM-MNR=28-28/thoroughly]']]","The boundary separating the Triassic and Jurassic marks the advent of an extinction event with global impact, although African strata from this time period have not been thoroughly studied.",72e749c7-18ed-49af-9b39-a2a219351270
"[u'(TOP (S (PP (IN In) (NP (VP (VB answer) (PP (TO to) (NP (NP (DT the) (NNP Prague) (NNP Spring)) (, ,) (NP (DT the) (JJ Soviet) (NN army)) (, ,))) (ADVP (RB together))) (PP (IN with) (NP (NP (JJS most)) (PP (IN of) (NP (PRP$ their) (NNP Warsaw) (NNP Pact) (NNS allies))))))) (, ,) (VBD invaded) (NNP Czechoslovakia) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 13, u'Offset': 17}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 14, u'Offset': 106}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'NN', u'TO', u'DT', u'NNP', u'NNP', u',', u'DT', u'JJ', u'NN', u',', u'RB', u'IN', u'JJS', u'IN', u'PRP$', u'NNP', u'NNP', u'NNS', u',', u'VBD', u'NNP', u'.']]","[[u'1-1/answer[A1=2-10/to_the_Prague_Spring_,_the_Soviet_army_,, AM-MNR=11-11/together, A1=12-18/with_most_of_their_Warsaw_Pact_allies]', u'20-20/invaded[AM-LOC=0-18/In_answer_to_the_Prague_Spring_,_the_Soviet_army_,_together_with_most_of_their_Warsaw_Pact_allies, A1=21-21/Czechoslovakia]']]","In answer to the Prague Spring, the Soviet army , together with most of their Warsaw Pact allies, invaded Czechoslovakia .",99e8030a-7ac1-4e97-89a2-d0d0df6bb718
"[u'(TOP (S (S (NP (NP (CD Five) (NNS types)) (PP (IN of) (NP (NN asbestos)))) (VP (VBP are) (VP (VBN found) (PP (IN in) (NP (NP (DT the) (NN amphibole) (NN group)) (: :) (NP (NP (NN amosite)) (, ,) (NP (NN crocidolite)) (, ,) (NP (NN anthophyllite)) (, ,) (VB tremolite))))))) (, ,) (CC and) (VB actinolite) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'CD', u'NNS', u'IN', u'NN', u'VBP', u'VBN', u'IN', u'DT', u'JJ', u'NN', u':', u'NN', u',', u'NN', u',', u'NN', u',', u'NN', u',', u'CC', u'NN', u'.']]","[[u'5-5/found[A1=0-3/Five_types_of_asbestos, AM-LOC=6-17/in_the_amphibole_group_:_amosite_,_crocidolite_,_anthophyllite_,_tremolite]', u'17-17/tremolite[A0=7-9/the_amphibole_group, A1=11-11/amosite, A1=13-13/crocidolite, A1=15-15/anthophyllite]', u'20-20/actinolite[A1=0-17/Five_types_of_asbestos_are_found_in_the_amphibole_group_:_amosite_,_crocidolite_,_anthophyllite_,_tremolite]']]","Five types of asbestos are found in the amphibole group: amosite, crocidolite, anthophyllite, tremolite, and actinolite.",3202dd8b-cc7c-405f-980e-5e99eec76d78
[u'(TOP (S (NP (NNP TEPCO)) (VP (VBD attributed) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NN steam)))) (PP (TO to) (NP (NP (NN water)) (PP (IN in) (NP (DT the) (VBN spent) (NN fuel) (NN pool)))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBD', u'DT', u'IN', u'DT', u'NN', u'TO', u'VB', u'IN', u'DT', u'VBN', u'NN', u'NN', u'.']]","[[u'1-1/attributed[A0=0-0/TEPCO, A1=2-5/some_of_the_steam, A2=6-12/to_water_in_the_spent_fuel_pool]', u'10-10/spent[]']]",TEPCO attributed some of the steam to water in the spent fuel pool.,88ddc400-21ea-456f-b51d-29477cd76c49
"[u'(TOP (S (ADVP (RB Also)) (, ,) (NP (DT some) (NNS studies)) (VP (VBP reveal) (SBAR (SBAR (IN that) (S (NP (NP (DT the) (NN repayment) (NN rate)) (PP (IN of) (NP (JJ Grameen\u2019s) (NNS loans)))) (VP (VBZ does) (RB not) (VP (VB match) (NP (NP (RB anywhere)) (PP (IN near) (SBAR (WHNP (WP what)) (S (NP (DT the) (NN bank)) (VP (VBZ claims)))))))))) (, ,) (SBAR (IN that) (S (S (NP (NP (QP (IN at) (JJS least) (CD one)) (NN quarter)) (PP (IN of) (NP (PRP$ its) (NNS loans)))) (VP (VBD were) (VP (VBG being) (VP (VBN used) (PP (IN for) (NP (NN household) (NN consumption))))))) (CC and) (S (NP (EX there)) (VP (VBZ is) (NP (NP (DT no) (JJ serious) (NN supervision)) (PP (IN of) (NP (NN bank))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ leads) (S (VP (TO to) (VP (VB bank) (VP (VP (VBG delaying) (NP (NNS defaults))) (CC and) (VP (VBG hiding) (NP (NN problem) (NNS loans))))))))))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 4, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'DT', u'NNS', u'VBP', u'IN', u'DT', u'NN', u'NN', u'IN', u'NNP', u'NNS', u'VBZ', u'RB', u'VB', u'RB', u'IN', u'WP', u'DT', u'NN', u'VBZ', u',', u'IN', u'IN', u'JJS', u'CD', u'NN', u'IN', u'PRP$', u'NNS', u'VBD', u'VBG', u'VBN', u'IN', u'NN', u'NN', u'CC', u'EX', u'VBZ', u'DT', u'JJ', u'NN', u'IN', u'NN', u',', u'WDT', u'VBZ', u'TO', u'VB', u'VBG', u'NNS', u'CC', u'VBG', u'NN', u'NNS', u'.']]","[[u'4-4/reveal[AM-DIS=0-0/Also, A0=2-3/some_studies, A1=5-54/that_the_repayment_rate_of_Grameen\u2019s_loans_does_not_match_anywhere_near_what_the_bank_claims_,_that_at_least_one_quarter_of_its_loans_were_being_used_for_household_consumption_and_there_is_no_serious_supervision_of_bank_,_which_leads_to_bank_delaying_defaults_and_hiding_problem_loans]', u'14-14/match[A1=6-11/the_repayment_rate_of_Grameen\u2019s_loans, AM-NEG=13-13/not, A1=15-20/anywhere_near_what_the_bank_claims]', u'20-20/claims[R-A1=17-17/what, A0=18-19/the_bank]', u'32-32/used[A1=23-29/at_least_one_quarter_of_its_loans, A2=33-35/for_household_consumption]', u'38-38/is[A0=37-37/there, A1=39-54/no_serious_supervision_of_bank_,_which_leads_to_bank_delaying_defaults_and_hiding_problem_loans]', u'46-46/leads[R-A0=45-45/which, A2=47-54/to_bank_delaying_defaults_and_hiding_problem_loans]', u'49-49/delaying[A1=50-50/defaults]', u'52-52/hiding[A1=53-54/problem_loans]']]","Also, some studies reveal that the repayment rate of Grameen’s loans does not match anywhere near what the bank claims, that at least one quarter of its loans were being used for household consumption and there is no serious supervision of bank, which leads to bank delaying defaults and hiding problem loans .",b1db1714-524d-48f9-9215-64f8e444f065
[u'(TOP (S (NP (DT The) (NN material)) (VP (VBZ is) (ADVP (RB then)) (VP (VBN transported) (PP (PP (IN from) (NP (DT the) (NN source) (NN area))) (PP (TO to) (NP (DT the) (JJ deposition) (NN area)))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBZ', u'RB', u'VBN', u'IN', u'DT', u'NN', u'NN', u'TO', u'DT', u'NN', u'NN', u'.']]","[[u'4-4/transported[A1=0-1/The_material, AM-TMP=3-3/then, A2=5-12/from_the_source_area_to_the_deposition_area]']]",The material is then transported from the source area to the deposition area.,409ba895-2267-4e35-a2da-4eed9a857f6b
"[u'(TOP (S (NP (DT The) (ADJP (JJ West) (JJ German)) (NN government)) (, ,) (ADVP (RB meanwhile)) (, ,) (VP (VBD established) (NP (PRP itself)) (ADVP (RB provisionally) (PP (IN in) (NP (NNP Bonn))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 4, u'Offset': 75}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NNP', u'NNP', u'NN', u',', u'RB', u',', u'VBD', u'PRP', u'RB', u'IN', u'NNP', u'.']]","[[u'7-7/established[A0=0-3/The_West_German_government, AM-TMP=5-5/meanwhile, A1=8-8/itself, AM-TMP=9-11/provisionally_in_Bonn]']]","The West German government, meanwhile, established itself provisionally in Bonn .",5cb8ace0-1d6c-4b9b-940b-8b20ad5dc09a
"[u'(TOP (S (PP (IN By) (NP (NP (CD 2600)) (NNP BCE))) (, ,) (NP (DT the) (JJ Early) (NNP Harappan) (NNS communities)) (VP (VBD had) (VP (VBN been) (VP (VBN turned) (PP (IN into) (NP (JJ large) (JJ urban) (NNS centers)))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 3, u'Offset': 8}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'CD', u'NNP', u',', u'DT', u'NNP', u'NNP', u'NNS', u'VBD', u'VBN', u'VBN', u'IN', u'JJ', u'JJ', u'NNS', u'.']]","[[u'10-10/turned[AM-TMP=0-2/By_2600_BCE, A1=4-7/the_Early_Harappan_communities, A2=11-14/into_large_urban_centers]']]","By 2600 BCE, the Early Harappan communities had been turned into large urban centers.",d3cced0c-d78f-49a5-8eed-c4b0058cc7e8
[u'(TOP (S (NP (PRP It)) (VP (VBD was) (VP (VBN compiled) (PP (ADVP (RB sometime)) (IN during) (NP (NP (DT the) (JJ 4th) (NN century)) (PP (IN in) (NP (NNP Israel))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 51}], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBD', u'VBN', u'RB', u'IN', u'DT', u'JJ', u'NN', u'IN', u'NNP', u'.']]","[[u'2-2/compiled[A1=0-0/It, AM-TMP=3-9/sometime_during_the_4th_century_in_Israel]']]",It was compiled sometime during the 4th century in Israel.,e2b1db88-a9bd-4fe1-aa1b-de31d532683d
"[u'(TOP (FITTED (FITTED (FITTED (FITTED (FITTED (FITTED (FITTED (FITTED (FITTED (S (NP (EX There)) (VP (VBD were) (NP (NP (CD three) (JJ volcanic) (NNS cones)) (PP (IN on) (NNP Krakatoa))))) (: :) (NNPS Rakata) (, ,) (-LRB- -LRB-)) (-RRB- -RRB-)) (PP (TO to) (NP (NP (DT the) (NN south)) (: ;) (NP (NNP Danan)))) (, ,)) (-LRB- -LRB-)) (-RRB- -RRB-)) (PP (PP (TO to) (NP (DT the) (NN north))) (: ;) (CC and) (NP (NNP Perboewatan))) (, ,)) (-LRB- -LRB-)) (-RRB- -RRB-)) (S (PP (TO to) (NP (DT the) (NN north))) (PRN (-LRB- -LRB-) (S (NP (NNP Danan)) (VP (MD may) (VP (VB have) (VP (VBN been) (NP (DT a) (JJ twin) (NN volcano)))))) (-RRB- -RRB-)) (. .))))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 16, u'Offset': 35}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 5, u'Offset': 71}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 11, u'Offset': 100}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 5, u'Offset': 131}], u'Len': 0, u'Offset': 0}]","[[u'EX', u'VBD', u'CD', u'NN', u'NNS', u'IN', u'NNP', u':', u'NNP', u',', u'-LRB-', u'-RRB-', u'TO', u'DT', u'NN', u':', u'NNP', u',', u'-LRB-', u'-RRB-', u'TO', u'DT', u'NN', u':', u'CC', u'NNP', u',', u'-LRB-', u'-RRB-', u'TO', u'DT', u'NN', u'-LRB-', u'NNP', u'MD', u'VB', u'VBN', u'DT', u'JJ', u'NN', u'-RRB-', u'.']]","[[u'1-1/were[A1=0-0/There, A1=2-6/three_volcanic_cones_on_Krakatoa]', u'36-36/been[A0=33-33/Danan, AM-MOD=34-34/may, A1=37-39/a_twin_volcano]']]","There were three volcanic cones on Krakatoa: Rakata , () to the south; Danan , () to the north; and Perboewatan , () to the north (Danan may have been a twin volcano).",78a9104d-5592-4e0e-905c-0cf7205e26e7
[u'(TOP (S (NP (JJS Most) (JJ tidewater) (NNS glaciers)) (VP (VBP are) (NP (NP (JJ outlet) (NNS glaciers)) (PP (IN of) (NP (NP (NN ice) (NNS caps)) (CC and) (NP (NN ice) (NNS fields)))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJS', u'NN', u'NNS', u'VBP', u'NN', u'NNS', u'IN', u'NN', u'NNS', u'CC', u'NN', u'NNS', u'.']]","[[u'3-3/are[A0=0-2/Most_tidewater_glaciers, A1=4-11/outlet_glaciers_of_ice_caps_and_ice_fields]']]",Most tidewater glaciers are outlet glaciers of ice caps and ice fields.,71971c16-a834-4a16-a25b-7f9abd9a6353
"[u'(TOP (S (NP (DT The) (NN amydaz)) (VP (VBZ performs) (VP (VBD improvised) (VBZ poems)) (, ,) (S (ADVP (RB often)) (VP (VBN accompanied) (PP (IN by) (NP (NP (NP (NNS drums) (CC and) (NN rabab)) (PRN (-LRB- -LRB-) (NP (DT a) (JJ one-stringed) (NN fiddle)) (-RRB- -RRB-))) (, ,) (PP (IN along) (PP (IN with) (NP (NP (DT a) (JJ bou) (NN oughanim)) (SBAR (WHNP (WP who)) (S (VP (VP (VBZ plays) (NP (DT a) (JJ double) (NN clarinet))) (CC and) (VP (VBZ acts) (PP (IN as) (NP (NP (DT a) (NN clown)) (PP (IN for) (NP (DT the) (NN group))))))))))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBZ', u'VBN', u'NNS', u',', u'RB', u'VBN', u'IN', u'NNS', u'CC', u'JJ', u'-LRB-', u'DT', u'JJ', u'NN', u'-RRB-', u',', u'RB', u'IN', u'DT', u'NN', u'NN', u'WP', u'VBZ', u'DT', u'JJ', u'NN', u'CC', u'VBZ', u'IN', u'DT', u'NN', u'IN', u'DT', u'NN', u'.']]","[[u'4-4/poems[A0=0-1/The_amydaz]', u'7-7/accompanied[A1=0-1/The_amydaz, AM-TMP=6-6/often, A0=8-35/by_drums_and_rabab_-LRB-_a_one-stringed_fiddle_-RRB-_,_along_with_a_bou_oughanim_who_plays_a_double_clarinet_and_acts_as_a_clown_for_the_group]', u'24-24/plays[A0=20-22/a_bou_oughanim, R-A0=23-23/who, A1=25-27/a_double_clarinet]', u'29-29/acts[A0=20-22/a_bou_oughanim, R-A0=23-23/who, A1=30-35/as_a_clown_for_the_group]']]","The amydaz performs improvised poems, often accompanied by drums and rabab (a one-stringed fiddle ), along with a bou oughanim who plays a double clarinet and acts as a clown for the group.",62439f91-ba30-46c9-879f-b2b55875c533
"[u'(TOP (S (NP (DT The) (NN design)) (VP (VBD was) (ADJP (JJ similar) (PP (TO to) (NP (NP (DT that)) (PP (IN of) (NP (NP (DT a) (NN metate)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD was) (VP (VBN used) (S (VP (TO to) (VP (VB grind) (NP (NN grain))))))))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBD', u'JJ', u'TO', u'DT', u'IN', u'DT', u'NN', u',', u'WDT', u'VBD', u'VBN', u'TO', u'VB', u'NN', u'.']]","[[u'2-2/was[A1=0-1/The_design, A1=3-15/similar_to_that_of_a_metate_,_which_was_used_to_grind_grain]', u'12-12/used[A1=7-8/a_metate, R-A1=10-10/which, A2=13-15/to_grind_grain]', u'14-14/grind[A1=15-15/grain]']]","The design was similar to that of a metate , which was used to grind grain.",dec6ee7f-d912-41d7-858b-e2eedb24e46d
"[u'(TOP (S (S (NP (DT The) (NN bar)) (VP (VBZ is) (VP (VBN delineated) (PP (IN by) (NP (JJ red) (NN clump))) (VBZ stars)))) (PRN (-LRB- -LRB-) (VP (VBP see) (ADVP (RB also)) (ADJP (JJ red)) (JJ giant)) (-RRB- -RRB-)) (, ,) (ADVP (RB however)) (, ,) (NP (NNP RR) (NNP Lyr)) (VP (VBZ variables) (VP (VBP do) (RB not) (VP (VB trace) (NP (DT a) (JJ prominent) (NNP Galactic) (NN bar))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 6, u'Offset': 73}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 8, u'Offset': 115}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBZ', u'VBN', u'IN', u'JJ', u'NN', u'NNS', u'-LRB-', u'VB', u'RB', u'JJ', u'NN', u'-RRB-', u',', u'RB', u',', u'NNP', u'NNP', u'VBZ', u'VBP', u'RB', u'VB', u'DT', u'JJ', u'NNP', u'NN', u'.']]","[[u'7-7/stars[A1=0-1/The_bar, A2=4-6/by_red_clump]', u'9-9/see[AM-DIS=10-10/also]', u'22-22/trace[A0=0-7/The_bar_is_delineated_by_red_clump_stars, AM-DIS=15-15/however, A0=17-18/RR_Lyr, AM-NEG=21-21/not, A1=23-26/a_prominent_Galactic_bar]']]","The bar is delineated by red clump stars (see also red giant ), however, RR Lyr variables do not trace a prominent Galactic bar.",eeebcf8f-9886-4af0-9345-c73c709c32f4
"[u'(TOP (S (NP (NNP Berlin)) (VP (VBZ is) (ADVP (RB also)) (ADVP (RB well)) (VP (VBN known) (PP (IN for) (NP (NP (DT the) (JJ cultural) (NN festival)) (, ,) (NP (NNP Berliner) (NNP Festspiele)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBP include) (NP (NP (DT the) (NN jazz) (NN festival)) (NP (NNP JazzFest) (NNP Berlin)))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 0}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 19, u'Offset': 53}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 15, u'Offset': 107}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBZ', u'RB', u'RB', u'VBN', u'IN', u'DT', u'JJ', u'NN', u',', u'NNP', u'NNP', u',', u'WDT', u'VBP', u'DT', u'NN', u'NN', u'NNP', u'NNP', u'.']]","[[u'4-4/known[A1=0-0/Berlin, AM-DIS=2-2/also, AM-MNR=3-3/well, A2=5-19/for_the_cultural_festival_,_Berliner_Festspiele_,_which_include_the_jazz_festival_JazzFest_Berlin]', u'14-14/include[A2=6-8/the_cultural_festival, A2=10-11/Berliner_Festspiele, R-A2=13-13/which, A1=15-19/the_jazz_festival_JazzFest_Berlin]']]","Berlin is also well known for the cultural festival, Berliner Festspiele , which include the jazz festival JazzFest Berlin .",687087ea-1cd2-40ee-b3c7-b9c8ddba897a
"[u'(TOP (S (NP (NNP Caesar)) (ADVP (RB then)) (VP (VBD pursued) (NP (NNP Pompey)) (PP (TO to) (NP (NNP Egypt))) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (NNP Pompey)) (VP (VBD was) (ADVP (RB soon)) (VP (VBN murdered)))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 5, u'Offset': 30}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'RB', u'VBD', u'NNP', u'TO', u'NNP', u',', u'WRB', u'NNP', u'VBD', u'RB', u'VBN', u'.']]","[[u'2-2/pursued[A0=0-0/Caesar, AM-TMP=1-1/then, A1=3-3/Pompey, A2=4-5/to_Egypt, AM-ADV=7-11/where_Pompey_was_soon_murdered]', u'11-11/murdered[R-AM-LOC=7-7/where, A1=8-8/Pompey, AM-TMP=10-10/soon]']]","Caesar then pursued Pompey to Egypt, where Pompey was soon murdered.",079cc152-15e9-4aad-ba82-28d25a10f9bc
"[u'(TOP (S (NP (NP (DT The) (NN timeline)) (PP (IN of) (NP (NP (DT the) (NN evolution)) (PP (IN of) (NP (DT the) (JJ various) (NN daughter) (NNS languages)))))) (, ,) (PP (IN on) (NP (DT the) (JJ other) (NN hand))) (, ,) (VP (VBZ is) (ADJP (RB mostly) (JJ undisputed)) (, ,) (ADVP (RB quite) (RB regardless) (PP (IN of) (NP (NP (DT the) (NN question)) (PP (IN of) (NP (JJ Indo-European) (NNS origins))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'IN', u'DT', u'NN', u'IN', u'DT', u'JJ', u'NN', u'NNS', u',', u'IN', u'DT', u'JJ', u'NN', u',', u'VBZ', u'RB', u'JJ', u',', u'RB', u'RB', u'IN', u'DT', u'NN', u'IN', u'JJ', u'NNS', u'.']]","[[u'16-16/is[A1=0-9/The_timeline_of_the_evolution_of_the_various_daughter_languages, AM-DIS=11-14/on_the_other_hand, AM-MNR=17-18/mostly_undisputed, AM-ADV=20-27/quite_regardless_of_the_question_of_Indo-European_origins]']]","The timeline of the evolution of the various daughter languages, on the other hand, is mostly undisputed, quite regardless of the question of Indo-European origins .",d9e658e7-8bed-4aba-aee5-68fec0170225
"[u'(TOP (S (NP (NP (DT The) (NN number) (CC and) (NN strength)) (PP (IN of) (NP (NNP Atlantic) (NNS hurricanes)))) (VP (MD may) (VP (VB undergo) (NP (NP (DT a) (JJ 50\u201370) (NN year) (NN cycle)) (, ,) (VP (ADVP (RB also)) (VBN known) (PP (IN as) (NP (DT the) (NNP Atlantic) (NNP Multidecadal) (NNP Oscillation))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 8, u'Offset': 27}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 33, u'Offset': 97}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'CC', u'NN', u'IN', u'NNP', u'NNS', u'MD', u'VB', u'DT', u'CD', u'NN', u'NN', u',', u'RB', u'VBN', u'IN', u'DT', u'NNP', u'NNP', u'NNP', u'.']]","[[u'8-8/undergo[A0=0-6/The_number_and_strength_of_Atlantic_hurricanes, AM-MOD=7-7/may, A1=9-20/a_50\u201370_year_cycle_,_also_known_as_the_Atlantic_Multidecadal_Oscillation]', u'15-15/known[A1=9-12/a_50\u201370_year_cycle, AM-DIS=14-14/also, A2=16-20/as_the_Atlantic_Multidecadal_Oscillation]']]","The number and strength of Atlantic hurricanes may undergo a 50–70 year cycle, also known as the Atlantic Multidecadal Oscillation .",d0cb0855-9481-4399-9508-952ff89d3ece
[u'(TOP (S (NP (NNP NISA)) (VP (VBD reported) (SBAR (IN that) (S (S (NP (NP (NNS connections)) (PP (PP (IN from) (NP (DT the) (NN grid))) (PP (TO to) (NP (DT all) (NNS units))))) (VP (VBD was) (ADJP (JJ complete) (CD 20)) (NP (NNP March)) (PP (IN through) (NP (JJ new) (NNS cables))))) (CC and) (NNS transformers)))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 4, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBD', u'IN', u'NNS', u'IN', u'DT', u'NN', u'TO', u'DT', u'NNS', u'VBD', u'JJ', u'CD', u'NNP', u'IN', u'JJ', u'NNS', u'CC', u'NNS', u'.']]","[[u'1-1/reported[A0=0-0/NISA, A1=2-18/that_connections_from_the_grid_to_all_units_was_complete_20_March_through_new_cables_and_transformers]', u'10-10/was[A1=3-9/connections_from_the_grid_to_all_units, A1=11-12/complete_20, AM-TMP=13-13/March, AM-MNR=14-16/through_new_cables]']]",NISA reported that connections from the grid to all units was complete 20 March through new cables and transformers.,355f2393-fbc8-4516-8c65-ce17a500f5c8
"[u'(TOP (S (S (NP (PRP$ Its) (JJ maiden) (NN flight)) (VP (VBD was) (PP (IN on) (NP (NNP April) (CD 4) (, ,) (CD 1983))))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBD completed) (NP (NP (CD nine) (NNS missions)) (PP (IN before) (VP (VBG breaking) (PRT (RP apart)) (PP (NP (CD 73) (NNS seconds)) (IN after) (NP (NP (DT the) (NN launch)) (PP (IN of) (NP (NP (PRP$ its) (JJ tenth) (NN mission)) (, ,) (JJ STS-51-L))))) (PP (IN on) (NP (NNP January) (CD 28) (, ,) (CD 1986)))))) (, ,) (S (VP (VBG resulting) (PP (IN in) (NP (NP (DT the) (NN death)) (PP (IN of) (NP (DT all) (CD seven) (NN crew) (NNS members))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'PRP$', u'JJ', u'NN', u'VBD', u'IN', u'NNP', u'CD', u',', u'CD', u',', u'CC', u'PRP', u'VBD', u'CD', u'NNS', u'IN', u'VBG', u'RB', u'CD', u'NNS', u'IN', u'DT', u'NN', u'IN', u'PRP$', u'NN', u'NN', u',', u'NNP', u'IN', u'NNP', u'CD', u',', u'CD', u',', u'VBG', u'IN', u'DT', u'NN', u'IN', u'DT', u'CD', u'NN', u'NNS', u'.']]","[[u'3-3/was[A1=0-2/Its_maiden_flight, AM-TMP=4-8/on_April_4_,_1983]', u'16-16/breaking[A1=18-28/73_seconds_after_the_launch_of_its_tenth_mission_,_STS-51-L, AM-TMP=29-33/on_January_28_,_1986]', u'35-35/resulting[A0=11-11/it, A2=36-43/in_the_death_of_all_seven_crew_members]']]","Its maiden flight was on April 4, 1983, and it completed nine missions before breaking apart 73 seconds after the launch of its tenth mission, STS-51-L on January 28, 1986, resulting in the death of all seven crew members .",5490a4fd-7165-4528-a64e-4ae8dc39b7ed
